Fiyat;Marka;Seri;Model;Yıl;Kilometre;Vites;Yakıt;Renk;Motor Hacmi;Motor Gücü;Kasa Tipi;İlan Tarihi;Boya-değişen;Araç Durumu;Link
1.565.000 TL;Peugeot;508;1.5 BlueHDI Allure;2019;115.000 km;Otomatik;55 lt;Füme;1499 cc;130 hp;Sedan;29.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-508-1-5-bluehdi-allure/eylul-otomotivden-hatasiz-boyasiz-bakimli-arac/35286822
1.170.000 TL;Peugeot;308;1.6 BlueHdi Allure;2017;103.000 km;Otomatik;Dizel;Beyaz;1401 - 1600 cm3;101 - 125 HP;Hatchback/5;29.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-308-1-6-bluehdi-allure/brnmotors-hatasiz-boyasiz-308-cam-tavan-allure-103-000-km/35286775
425.000 TL;Peugeot;301;1.6 HDi Access;2016;330.000 km;Düz;50 lt;Beyaz;1560 cc;93 hp;Sedan;29.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-301-1-6-hdi-access/bakimli-masrafsiz-ekonomik-aile-araci/35286749
550.000 TL;Peugeot;301;1.6 BlueHDI Active;2018;160.000 km;Düz;50 lt;Beyaz;1560 cc;102 hp;Sedan;29.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-301-1-6-bluehdi-active/100-bg-dusuk-km-degisensiz/35286743
765.000 TL;Peugeot;301;1.6 BlueHDI Active;2018;127.290 km;Düz;50 lt;Beyaz;1560 cc;102 hp;Sedan;29.Kas.25;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-301-1-6-bluehdi-active/dua-premium-dan-peugeot-301-1-6-bluehdi-127-000-km-degisensiz/35286741
1.095.000 TL;Peugeot;308;1.6 BlueHdi Active;2015;98.000 km;Otomatik;53 lt;Gri;1560 cc;122 hp;Hatchback/5;29.Kas.25;1 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-308-1-6-bluehdi-active/asilkan-otomotiv-2015-model-peugeot-308-cam-tavanli-dusuk-km/34092906
615.000 TL;Peugeot;301;1.5 BlueHDI Active;2020;202.000 km;Düz;Dizel;Beyaz;1401 - 1600 cm3;76 - 100 HP;Sedan;29.Kas.25;1 değişen, 3 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-301-1-5-bluehdi-active/2021-cikisli-peugeot-301-1-5-bluehdi-servis-bakimli-muayene-yeni/35286734
735.000 TL;Peugeot;301;1.5 BlueHDI Active;2020;218.000 km;Düz;Dizel;Gri;1401 - 1600 cm3;76 - 100 HP;Sedan;29.Kas.25;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-301-1-5-bluehdi-active/2020-led-kasa-peugeot-301-1-5-bluehdi-100-hp-hatasiz-tramersiz/35286733
525.000 TL;Peugeot;301;1.2 VTi Active;2013;150.350 km;Düz;50 lt;Beyaz;1199 cc;73 hp;Sedan;29.Kas.25;1 değişen, 1 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-301-1-2-vti-active/2013-peugeot-301-benzinli-150-bin-km-hatasiz-emsalsiz/35286719
670.000 TL;Peugeot;301;1.2 PureTech Active;2019;85.000 km;Düz;Benzin;Beyaz;1200 cm3' e kadar;76 - 100 HP;Sedan;29.Kas.25;2 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-301-1-2-puretech-active/kutay-otomotiv-den-2019-model-peugeot-301-1-2-puretech-active/35286714
649.500 TL;Peugeot;207;1.6 VTi Dynamic;2009;128.500 km;Otomatik;50 lt;Siyah;1587 cc;122 hp;Hatchback/5;29.Kas.25;2 değişen, 5 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-207-1-6-vti-dynamic/180-pesin-kalan-kredi-2009-peugeot-207-cabrio-otomtk-129bin-km/35286709
595.000 TL;Peugeot;207;1.6 HDi Outdoor;2012;174.000 km;Düz;50 lt;Füme;1560 cc;93 hp;Station wagon;29.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-207-1-6-hdi-outdoor/kent-otomotiv-den-hatasiz-boyasiz-emsalsiz-207-premium-1-6-dizel/35286696
"543.000 TL
539.000 TL";Peugeot;301;1.2 PureTech Active;2019;117.000 km;Düz;Benzin;Beyaz;1200 cm3' e kadar;76 - 100 HP;Sedan;29.Kas.25;3 değişen;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-301-1-2-puretech-active/atahan-otomotiv-peugeout-301/34130555
600.000 TL;Peugeot;301;1.5 BlueHDI Active;2019;240.000 km;Düz;50 lt;Beyaz;1499 cc;102 hp;Sedan;29.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-301-1-5-bluehdi-active/2019-peugeot-301-240-km-6ileri-firsat-araci/35286729
610.000 TL;Peugeot;107;1.0 Urban Move;2011;62.425 km;Yarı Otomatik;35 lt;Siyah;998 cc;69 hp;Hatchback/5;29.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-107-1-0-urban-move/kent-otomotiv-den-hatasiz-boyasiz-62-000-kmde-otomatik-urbanmove/35286688
355.000 TL;Peugeot;106;GTI;1997;147.000 km;Düz;45 lt;Beyaz;1587 cc;120 hp;Hatchback/3;29.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-106-gti/tertemiz-masrafsiz-peugeot-106-gti-s16-sanroof-orjinal-147-000km/35286686
865.000 TL;Peugeot;508;1.6 VTi Access;2012;90.000 km;Yarı Otomatik;72 lt;Gri;1598 cc;122 hp;Sedan;29.Kas.25;1 değişen, 3 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-508-1-6-vti-access/c-a-n-k-a-y-90-000km-ilk-el-emsalsiz-temizlikte-kredi-kart/35286583
215.000 TL;Peugeot;206;1.4 HDi X-line;2006;326.230 km;Düz;50 lt;Beyaz;1398 cc;69 hp;Station wagon;29.Kas.25;6 değişen, 4 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-206-1-4-hdi-x-line/asf-otomotiv-2006-206-1-4-dizel-x-takas-destegi/35286557
940.000 TL;Peugeot;RCZ;1.6 THP Yearling;2011;125.000 km;Otomatik;55 lt;Beyaz;1598 cc;158 hp;Coupe;29.Kas.25;2 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-rcz-1-6-thp-yearling/dusuk-kilometre-peugeot-rcz/35286322
1.350.000 TL;Peugeot;508;1.6 Puretech Prime;2020;57.000 km;Otomatik;62 lt;Gri;1598 cc;180 hp;Sedan;29.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-508-1-6-puretech-prime/cnr-car-s-filo-bolgenin-en-uygunu-olmaya-devam-ediyor/32254444
285.000 TL;Peugeot;307;1.6 XS;2002;220.000 km;Düz;60 lt;Mavi;1587 cc;110 hp;Hatchback/3;29.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-307-1-6-xs/celik-motors-2002-peugeot-1-6-307-sifir-muayene/35286273
419.000 TL;Peugeot;307;1.6 Pack;2004;223.500 km;Düz;60 lt;Şampanya;1587 cc;110 hp;Hatchback/5;29.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-307-1-6-pack/boyasiz-cam-tavan-otomatik-aile-otomobili/35286268
400.000 TL;Peugeot;307;1.6 XT;2006;325.000 km;Düz;LPG & Benzin;Mavi;1401 - 1600 cm3;101 - 125 HP;Hatchback/5;29.Kas.25;2 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-307-1-6-xt/cevher-hanay-otomotiv-den-pejo-307-motor-yuruyen-sorunsuz/35286267
330.000 TL;Peugeot;406;2.0 SV;2000;332.000 km;Otomatik;LPG & Benzin;Mavi;1801 - 2000 cm3;126 - 150 HP;Sedan;29.Kas.25;12 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-406-2-0-sv/mamak-tan-2000-model-peugeot-406-motor-sanziman-sifir-sunrof-oto/33560224
400.000 TL;Peugeot;307;1.6 XT;2004;193.000 km;Düz;Benzin;Siyah;1401 - 1600 cm3;101 - 125 HP;Hatchback/5;29.Kas.25;5 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-307-1-6-xt/bayram-otomotivden/32536335
349.000 TL;Peugeot;307;1.6 XT;2003;307.000 km;Otomatik;LPG & Benzin;Gri;1401 - 1600 cm3;101 - 125 HP;Hatchback/5;29.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-307-1-6-xt/2003-lpg-li-orjinal-km-otomatik-sunroff-klima-aktif/35286264
745.000 TL;Peugeot;301;1.6 HDi Allure;2015;60.000 km;Düz;50 lt;Beyaz;1560 cc;93 hp;Sedan;29.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-301-1-6-hdi-allure/ilk-sahibinden-301-1-6-hdi-allure-ici-bej-60-000-km/35286222
745.000 TL;Peugeot;301;1.6 HDi Allure;2013;85.000 km;Düz;50 lt;Beyaz;1560 cc;93 hp;Sedan;29.Kas.25;4 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-301-1-6-hdi-allure/85000-km-kazasiz-masrafsiz-digital-klima-ici-bej-allure-paket/35286219
755.000 TL;Peugeot;301;1.6 HDi Allure;2017;156.000 km;Düz;Dizel;Beyaz;1401 - 1600 cm3;76 - 100 HP;Sedan;29.Kas.25;4 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-301-1-6-hdi-allure/aras-garaj-2017-1-6hdi-peugeot-301-allure-makyajli-kasa/35286218
579.000 TL;Peugeot;301;1.6 HDi Active;2014;175.000 km;Düz;50 lt;Beyaz;1560 cc;93 hp;Sedan;29.Kas.25;1 değişen, 2 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-301-1-6-hdi-active/eces-auto-dan-peugeot-301-175-000-km-emsalsiz-temizlikte/35286210
479.000 TL;Peugeot;301;1.6 HDi Active;2015;219.000 km;Düz;50 lt;Beyaz;1560 cc;93 hp;Sedan;29.Kas.25;1 değişen, 4 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-301-1-6-hdi-active/mt-auto-peugeot-301-1-6-hdi-active-temiz-bakimli-sorunsuz/35286209
465.000 TL;Peugeot;301;1.6 HDi Active;2013;354.000 km;Düz;50 lt;Gri;1560 cc;93 hp;Sedan;29.Kas.25;2 değişen, 2 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-301-1-6-hdi-active/tekin-otomotivden-kredi-kartina-12-ay-taksit-imkaniyla/35286206
939.500 TL;Peugeot;308;1.5 BlueHDI Style;2019;114.000 km;Otomatik;Dizel;Beyaz;1401 - 1600 cm3;126 - 150 HP;Hatchback/5;29.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-308-1-5-bluehdi-style/dream-garage-dan-dusuk-km-peugeot-308/35286202
1.099.990 TL;Peugeot;308;1.2 PureTech Style;2020;175.000 km;Otomatik;53 lt;Kırmızı;1199 cc;132 hp;Hatchback/5;29.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-308-1-2-puretech-style/kursun-otmtvden-hatasiz-boyasiz-2020-175-km-cam-tvnli/35286196
449.000 TL;Peugeot;206+;1.4 HDi Urban Move;2012;272.000 km;Düz;50 lt;Beyaz;1398 cc;71 hp;Hatchback/5;29.Kas.25;1 değişen, 3 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-206-1-4-hdi-urban-move/2012-peugeot-206-1-4-hdi-urban-kredi-kartina-6-ay-sifir-komisyon/35286181
1.079.000 TL;Peugeot;308;1.2 PureTech Allure Dynamic;2020;129.000 km;Otomatik;53 lt;Beyaz;1199 cc;132 hp;Hatchback/5;29.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-308-1-2-puretech-allure-dynamic/2020-308-allure-dynamic-eat8-orjinal-boyasiz-karta-12-taksit/34922878
678.000 TL;Peugeot;301;1.6 HDi Active;2015;127.000 km;Düz;50 lt;Beyaz;1560 cc;93 hp;Sedan;29.Kas.25;1 değişen, 1 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-301-1-6-hdi-active/kussan-otomotiv-2015-model-pejo-301-active-orjinal-127-000-km/31154272
1.439.000 TL;Peugeot;e-208;GT;2025;20.000 km;Otomatik;Elektrik;Gri;;136 hp;Hatchback/5;29.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-e-208-gt/hatasiz-e-208-gt-2025-model-k-k-12-taksit/35286156
245.000 TL;Peugeot;206;1.4 XT;2001;234.000 km;Otomatik;50 lt;Gri;1360 cc;76 hp;Hatchback/3;29.Kas.25;1 değişen, 11 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-206-1-4-xt/peugeout-206-otomatik-vites-dusuk-km-uygun-fiyatli/35286155
445.000 TL;Peugeot;207;1.4 HDi Trendy;2011;342.500 km;Düz;50 lt;Beyaz;1360 cc;71 hp;Hatchback/5;29.Kas.25;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-207-1-4-hdi-trendy/cmg-motorsdan-hatasiz-ayarinda-full-rc-donusum-207/35286152
995.000 TL;Skoda;Octavia;1.6 TDI Style CR;2015;199.000 km;Yarı Otomatik;50 lt;Beyaz;1598 cc;110 hp;Hatchback/5;29.Kas.25;8 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-skoda-octavia-1-6-tdi-style-cr/akademi-auto-dan-otomatik-2015-model-octavia-style-cr/35287262
850.000 TL;Skoda;SuperB;1.6 TDI Prestige;2013;230.000 km;Yarı Otomatik;60 lt;Siyah;1598 cc;105 hp;Sedan;28.Kas.25;4 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-6-tdi-prestige/galeriden-skoda-superb-1-6-tdi-prestige-2013-model-gaziantep/35277205
638.750 TL;Skoda;Fabia;1.4 Scout;2012;79.025 km;Düz;45 lt;Kahverengi;1390 cc;85 hp;Station wagon;28.Kas.25;6 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-skoda-fabia-1-4-scout/1285816505-incar-grouptan-2012-fabia-1-4-scout-dusuk-km/35251922
950.000 TL;Skoda;SuperB;1.6 TDI Elegance;2012;209.000 km;Yarı Otomatik;60 lt;Beyaz;1598 cc;105 hp;Station wagon;28.Kas.25;1 değişen, 1 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-6-tdi-elegance/2012-skoda-superb-1-6-tdi-elegance-sunroof-lu-k-kartina-12-takst/35027423
1.010.000 TL;Skoda;Fabia;1.0 TSI Premium;2020;158.000 km;Otomatik;Benzin;Mavi;1200 cm3' e kadar;76 - 100 HP;Hatchback/5;28.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-skoda-fabia-1-0-tsi-premium/skoda-fabia-premium-2021-cikisli-hatasiz-boyasiz-tramersiz/33560531
1.399.000 TL;Skoda;SuperB;1.6 TDI Prestige;2016;230.000 km;Otomatik;Dizel;Beyaz;1401 - 1600 cm3;101 - 125 HP;Sedan;27.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-6-tdi-prestige/nova-cars-2016-mdl-skoda-superb-1-6-tdi-prestige-hatasiz/35214245
1.035.000 TL;Skoda;Scala;1.6 TDI Premium;2020;203.000 km;Yarı Otomatik;50 lt;Gri;1598 cc;115 hp;Hatchback/5;26.Kas.25;4 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-skoda-scala-1-6-tdi-premium/2020-skoda-scala-1-6-tdi-otomatik-degisen-hasar-kaydi-yok/34872517
1.025.000 TL;Skoda;Octavia;1.6 TDI Style CR;2015;220.000 km;Yarı Otomatik;50 lt;Siyah;1598 cc;110 hp;Hatchback/5;26.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-skoda-octavia-1-6-tdi-style-cr/hatasiz-boyasiz-degisensiz-dizel-otomatik-tr-nin-en-uygunu/34578028
1.310.000 TL;Skoda;Fabia;1.0 TSI Premium;2022;36.000 km;Yarı Otomatik;40 lt;Turuncu;999 cc;110 hp;Hatchback/5;25.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-skoda-fabia-1-0-tsi-premium/fabia-1-0-tsi-premium-dsg-boyasiz-degisensiz-tramersiz/35142751
1.639.999 TL;Skoda;SuperB;1.6 TDI Prestige;2016;195.000 km;Otomatik;Dizel;Şampanya;1401 - 1600 cm3;101 - 125 HP;Sedan;25.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-6-tdi-prestige/atk-otomotivden-hatasiz-boyasiz-cam-tavanli-superb-servis-bakmli/33805701
780.750 TL;Skoda;SuperB;1.6 TDI Ambition;2013;230.000 km;Düz;60 lt;Beyaz;1598 cc;105 hp;Sedan;25.Kas.25;2 değişen, 6 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-6-tdi-ambition/cilenkler-den-skoda-super-b/32638953
"1.100.000 TL
990.000 TL";Skoda;Octavia;1.2 TSI Ambition;2017;119.000 km;Düz;Benzin;Beyaz;1200 cm3' e kadar;76 - 100 HP;Hatchback/5;25.Kas.25;6 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-skoda-octavia-1-2-tsi-ambition/msb-auto-dan-orjinial-119-binde-octavia/34578788
1.460.000 TL;Skoda;SuperB;1.4 TSI Style;2015;133.000 km;Yarı Otomatik;66 lt;Beyaz;1395 cc;150 hp;Sedan;25.Kas.25;2 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-4-tsi-style/2015-skoda-superb-1-4-tsi-style-paket-degisensiz-otomatik/33447477
1.210.000 TL;Skoda;Octavia;1.6 TDI Optimal;2019;138.000 km;Otomatik;Dizel;Beyaz;1401 - 1600 cm3;101 - 125 HP;Hatchback/5;24.Kas.25;2 değişen, 3 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-skoda-octavia-1-6-tdi-optimal/0-99-oranla-kredi-2020-cikisli-skoda-octavi-optimal-dsg-bakimli/32861332
925.000 TL;Skoda;Octavia;1.6 TDI Elegance CR;2013;272.000 km;Otomatik;Dizel;Gri;1401 - 1600 cm3;101 - 125 HP;Hatchback/5;24.Kas.25;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-skoda-octavia-1-6-tdi-elegance-cr/orcunmotors-2013-skoda-octavia-dsg-1-6tdi-elegance-cr-hatasiz/32154910
"1.279.000 TL
1.259.000 TL";Skoda;Scala;1.0 TSI Premium;2022;115.000 km;Yarı Otomatik;50 lt;Beyaz;999 cc;110 hp;Hatchback/5;23.Kas.25;2 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-skoda-scala-1-0-tsi-premium/2022-skoda-scala-1-0-tsi-premium-paket-dsg-110-hp-orj/34495376
1.160.000 TL;Skoda;Scala;1.0 TSI Elite;2024;7.000 km;Yarı Otomatik;50 lt;Gri;999 cc;110 hp;Hatchback/5;23.Kas.25;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-skoda-scala-1-0-tsi-elite/has-otomotiv-den-2024-scala-7-bin-km-de/34495278
"815.000 TL
795.000 TL";Skoda;Rapid;1.2 TSI Spaceback Style;2016;112.000 km;Yarı Otomatik;55 lt;Kırmızı;1197 cc;90 hp;Hatchback/5;23.Kas.25;2 değişen;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-skoda-rapid-1-2-tsi-spaceback-style/2016-skoda-rapid-1-2-tsi-greentec-style-112-bin-ilk-elden/34493171
260.000 TL;Skoda;Fabia;1.2 Classic;2007;267.000 km;Düz;45 lt;Füme;1198 cc;64 hp;Hatchback/5;22.Kas.25;3 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-skoda-fabia-1-2-classic/galeriden-skoda-fabia-1-2-classic-2007-model-ordu/35023337
1.759.750 TL;Skoda;SuperB;1.5 TSI Premium;2021;86.000 km;Yarı Otomatik;66 lt;Gri;1498 cc;150 hp;Station wagon;22.Kas.25;4 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-5-tsi-premium/2021-skoda-superb-1-5-tsi-premium-dsg-80-bin-km-bakimli/34493225
1.300.000 TL;Skoda;SuperB;1.6 TDI Style;2018;120.000 km;Yarı Otomatik;66 lt;Beyaz;1598 cc;120 hp;Sedan;21.Kas.25;5 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-6-tdi-style/dusuk-km-2018-superb-style-otomatik-beyaz/34493399
1.280.000 TL;Skoda;Octavia;1.6 TDI Optimal;2018;118.000 km;Otomatik;Dizel;Beyaz;1401 - 1600 cm3;101 - 125 HP;Hatchback/5;21.Kas.25;3 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-skoda-octavia-1-6-tdi-optimal/basardan-118000-kmde-octavia-dsg-4yildir-aile-arabamiz/33388737
1.455.000 TL;Skoda;SuperB;1.6 TDI Prestige;2016;196.000 km;Otomatik;Dizel;Beyaz;1401 - 1600 cm3;101 - 125 HP;Sedan;20.Kas.25;1 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-6-tdi-prestige/ens-motors-temiz-aile-araci-prestige-paket-dsg/35141425
949.000 TL;Skoda;Octavia;1.6 TDI Optimal;2016;203.000 km;Otomatik;Dizel;Beyaz;1401 - 1600 cm3;101 - 125 HP;Hatchback/5;20.Kas.25;2 değişen, 3 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-skoda-octavia-1-6-tdi-optimal/weingart-auto-2016-skoda-octavia-dizel-otomatik/34495035
1.365.000 TL;Skoda;Octavia;1.6 TDI Style;2018;176.000 km;Otomatik;Dizel;Beyaz;1401 - 1600 cm3;101 - 125 HP;Hatchback/5;19.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-skoda-octavia-1-6-tdi-style/orcunmotors-2018-skoda-octavia-1-6tdi-dsg-style-hatasiz/34323530
1.545.000 TL;Skoda;SuperB;1.6 TDI Prestige;2016;187.000 km;Otomatik;Dizel;Gri;1401 - 1600 cm3;101 - 125 HP;Sedan;19.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-6-tdi-prestige/2016-skoda-superb-1-6-tdi-dsg-prestige-hatasiz-boyasiz-bakimli/32804332
"880.000 TL
825.000 TL";Skoda;Octavia;1.6 TDI Elegance CR;2014;323.000 km;Otomatik;Dizel;Beyaz;1401 - 1600 cm3;101 - 125 HP;Hatchback/5;19.Kas.25;2 değişen, 8 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-skoda-octavia-1-6-tdi-elegance-cr/orcunmotors-2014-skoda-octavia-elegance-cr-cam-tavan-xenon/30433750
"1.165.000 TL
1.145.000 TL";Skoda;Octavia;1.4 TSI Style;2016;126.000 km;Yarı Otomatik;50 lt;Gri;1395 cc;150 hp;Hatchback/5;18.Kas.25;3 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-skoda-octavia-1-4-tsi-style/2016-ilk-elden-skoda-oktavia-1-4-tsi-style/34870958
889.000 TL;Skoda;Octavia;1.6 TDI Elegance CR;2012;183.000 km;Yarı Otomatik;55 lt;Beyaz;1598 cc;105 hp;Hatchback/5;17.Kas.25;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-skoda-octavia-1-6-tdi-elegance-cr/full-paket-temiz-ve-dusuk-km-octavia/33740528
1.158.000 TL;Skoda;Scala;1.0 TSI Premium;2022;187.000 km;Yarı Otomatik;50 lt;Gri;999 cc;110 hp;Hatchback/5;16.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-skoda-scala-1-0-tsi-premium/hatasiz-boyasiz-tramersiz-scala-1-0-tsi-premium-0tomatik/34788462
775.000 TL;Skoda;Octavia;1.6 TDI Ambiente;2011;278.000 km;Yarı Otomatik;55 lt;Beyaz;1598 cc;105 hp;Hatchback/5;5.Kas.25;1 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-skoda-octavia-1-6-tdi-ambiente/afp-motors-skoda-octavia-1-6-tdi-ambiente-2011-model-konya/33607041
1.720.000 TL;Skoda;SuperB;1.6 TDI Prestige;2018;198.000 km;Yarı Otomatik;66 lt;Beyaz;1598 cc;120 hp;Sedan;2.Kas.25;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-6-tdi-prestige/galeriden-skoda-superb-1-6-tdi-prestige-2018-model-sanliurfa/33459816
1.235.000 TL;Skoda;Octavia;1.5 e-Tec Premium;2022;87.000 km;Yarı Otomatik;48 lt;Gri;1498 cc;150 hp;Hatchback/5;31.Eki.25;3 değişen, 6 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-skoda-octavia-1-5-e-tec-premium/demirhan-otomotiv-den-85-500-bin-de-octavia/35237013
1.169.000 TL;Skoda;Scala;1.0 TSI Premium;2022;164.000 km;Yarı Otomatik;50 lt;Gri (Gümüş);999 cc;110 hp;Hatchback/5;28.Eki.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-skoda-scala-1-0-tsi-premium/yigit-otodan-skoda-scala-1-0-tsi-premium-2022-model/33749451
1.045.000 TL;Skoda;Rapid;1.4 TDI GreenTec Style;2016;109.350 km;Yarı Otomatik;55 lt;Beyaz;1422 cc;90 hp;Hatchback/5;12.Eki.25;1 değişen;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-skoda-rapid-1-4-tdi-greentec-style/2016-scoda-rapid-1-4-tdi-greentech-style-kapali-garaj-araci-cok-temiz/33201612
2.075.000 TL;Skoda;SuperB;1.6 TDI Prestige;2020;145.000 km;Yarı Otomatik;66 lt;Gri;1598 cc;120 hp;Sedan;28.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-6-tdi-prestige/galeriden-skoda-superb-1-6-tdi-prestige-2020-model-siirt/34862430
435.000 TL;Skoda;Octavia;1.6 Elegance;2004;296.000 km;Düz;LPG & Benzin;Füme;1401 - 1600 cm3;101 - 125 HP;Hatchback/5;27.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-skoda-octavia-1-6-elegance/yilmaz-otodan-hatasiz-boyasiz-skoda-octavia/35218547
700.000 TL;Skoda;SuperB;1.4 TSI Comfort;2009;245.500 km;Düz;60 lt;Kahverengi;1390 cc;125 hp;Sedan;29.Kas.25;3 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-skoda-superb-1-4-tsi-comfort/sahibinden-skoda-superb-1-4-tsi-comfort-2009-model/35299667
