Fiyat;Marka;Seri;Model;Yıl;Kilometre;Vites;Yakıt;Renk;Motor Hacmi;Motor Gücü;Kasa Tipi;İlan Tarihi;Boya-değişen;Araç Durumu;Link
235.000 TL;BMW;3 Serisi;316i Standart;1993.0;356.000 km;Düz;LPG & Benzin;Beyaz;1401 - 1600 cm3;101 - 125 HP;Sedan;19 Kasım 2025;10 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-316i-standart/yilbasina-ozel-tbt-garage-den-bmw-316/34352992
748.000 TL;BMW;3 Serisi;320i;2009.0;263.000 km;Otomatik;LPG & Benzin;Füme;1801 - 2000 cm3;151 - 175 HP;Sedan;18 Kasım 2025;1 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320i/hatasiz-bu-paraya-yok/34888595
3.099.000 TL;BMW;5 Serisi;520i Luxury Line;2020.0;69.000 km;Otomatik;68 lt;Beyaz;1597 cc;170 hp;Sedan;18 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-bmw-5-serisi-520i-luxury-line/galeriden-bmw-5-serisi-520i-luxury-line-2020-model-ankara/34864018
"1.440.000 TL
1.370.000 TL";BMW;5 Serisi;520i Comfort;2015.0;219.000 km;Otomatik;70 lt;Beyaz;1592 cc;170 hp;Sedan;18 Kasım 2025;2 değişen, 1 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-bmw-5-serisi-520i-comfort/ync-motors-2015-bmw-5-20i-snrf-xenon-kltk-ist-k-karti-0-kom/34980417
19.050.000 TL;BMW;M Serisi;M5 Competition;2024.0;8.950 km;Otomatik;68 lt;Gri;4395 cc;625 hp;Sedan;18 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-bmw-m-serisi-m5-competition/her-motors-2024-bmw-m5-competition-xdrive-plug-in-hybrid-bayi/34286062
1.500.000 TL;BMW;5 Serisi;520d M Sport;2012.0;248.000 km;Otomatik;70 lt;Gri;1995 cc;184 hp;Sedan;18 Kasım 2025;1 değişen, 3 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-bmw-5-serisi-520d-m-sport/06-dan-tr-de-sayili-lasman-f10-5-dolu-dolu-kusursuz-full-bakimli/33731836
1.365.000 TL;BMW;5 Serisi;520i Comfort;2014.0;269.000 km;Otomatik;70 lt;Siyah;1592 cc;170 hp;Sedan;17 Kasım 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-bmw-5-serisi-520i-comfort/galeriden-bmw-5-serisi-520i-comfort-2014-model-istanbul/32648796
2.825.000 TL;BMW;3 Serisi;320i First Edition M Sport;2020.0;97.000 km;Otomatik;59 lt;Beyaz;1597 cc;170 hp;Sedan;17 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320i-first-edition-m-sport/met-motors-bmw-3-20i-first-edition-m-sport-agir-bakim-hatasiz/33474797
1.749.000 TL;BMW;3 Serisi;320i ED 40th Year Edition;2015.0;182.000 km;Otomatik;Benzin;Beyaz;1401 - 1600 cm3;151 - 175 HP;Sedan;17 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320i-ed-40th-year-edition/han-bmw-320i-ed-40-yil-ic-kirmizi-nbt-lci-hatasiz/32918273
"359.500 TL
299.500 TL";BMW;5 Serisi;528i Standart;1997.0;550.000 km;Düz;70 lt;Gri;2793 cc;193 hp;Sedan;16 Kasım 2025;12 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-bmw-5-serisi-528i-standart/celik-den-1997-bmw-5-28i-lpg-sanroof-deri-e39-193-hp-full/34824658
1.399.000 TL;BMW;3 Serisi;318i Edition Luxury Line;2017.0;159.000 km;Otomatik;60 lt;Gri;1499 cc;136 hp;Sedan;16 Kasım 2025;1 değişen;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-318i-edition-luxury-line/159-binde-temiz-bakimli-tek-degisenli/33862821
1.680.000 TL;BMW;5 Serisi;525d xDrive M Sport;2012.0;274.000 km;Otomatik;70 lt;Gri;1995 cc;218 hp;Sedan;15 Kasım 2025;3 değişen, 6 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-bmw-5-serisi-525d-xdrive-m-sport/2012-xdrive-msport-nbt-hayalet-recaro-20-inc-full-bakim/34786061
"1.295.000 TL
1.255.000 TL";BMW;1 Serisi;118i Joy Plus;2015.0;146.000 km;Otomatik;52 lt;Beyaz;1499 cc;136 hp;Hatchback/5;15 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-bmw-1-serisi-118i-joy-plus/met-motors-bmw-1-18i-sunroof-bakimli-hatasiz/34201334
695.000 TL;BMW;3 Serisi;320d Premium;2011.0;296.000 km;Otomatik;60 lt;Siyah;1995 cc;177 hp;Sedan;15 Kasım 2025;3 değişen, 4 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320d-premium/bmw-3-20-d-premium-bol-ekstrali/33560528
1.095.000 TL;BMW;3 Serisi;320d Premium;2013.0;339.000 km;Otomatik;Dizel;Beyaz;1801 - 2000 cm3;176 - 200 HP;Sedan;15 Kasım 2025;4 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320d-premium/bazaar-autodan-bmw-f30-320d-hatasiz-ayarinda/31808483
4.750.000 TL;BMW;4 Serisi;420i Gran Coupe Edition M Sport;2024.0;27.000 km;Otomatik;Benzin;Beyaz;1401 - 1600 cm3;151 - 175 HP;Coupe;15 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-bmw-4-serisi-420i-gran-coupe-edition-m-sport/gungor-otomotiv-2024-bmw-4-20i-edition-m-sport-full-hatasiz/31465279
3.445.000 TL;BMW;5 Serisi;520i M Sport;2022.0;80.000 km;Otomatik;68 lt;Füme;1597 cc;170 hp;Sedan;14 Kasım 2025;1 değişen, 1 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-bmw-5-serisi-520i-m-sport/2022-bmw-5-20i-msport-80-000-km-h-kardon/34453197
1.635.000 TL;BMW;5 Serisi;520i Executive;2016.0;234.000 km;Otomatik;70 lt;Siyah;1592 cc;170 hp;Sedan;14 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-bmw-5-serisi-520i-executive/2016-hatasiz-degisensiz-hayalet-nbt-vakum-elk-bagaj-m-direksiyon/33641724
"1.460.000 TL
1.430.000 TL";BMW;5 Serisi;520i Premium;2015.0;250.000 km;Otomatik;70 lt;Beyaz;1592 cc;170 hp;Sedan;13 Kasım 2025;1 değişen, 2 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-bmw-5-serisi-520i-premium/sapphire-den-5-20-tam-dolu-hayalet-nbt-m-paket/34750788
"1.125.000 TL
1.105.000 TL";BMW;2 Serisi;216d Active Tourer Active Tourer;2016.0;235.000 km;Otomatik;51 lt;Gri;1496 cc;116 hp;MPV;12 Kasım 2025;2 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-bmw-2-serisi-216d-active-tourer/bmw-2-16dizel-cam-tavan/34672743
750.000 TL;BMW;3 Serisi;316i Standart;2006.0;310.000 km;Düz;60 lt;Siyah;1596 cc;115 hp;Sedan;12 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-316i-standart/takas-jip-tarzi-araclarla-oncelik/33418778
1.385.000 TL;BMW;5 Serisi;520d M Sport;2013.0;310.000 km;Otomatik;70 lt;Siyah;1995 cc;184 hp;Sedan;03 Kasım 2025;4 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-bmw-5-serisi-520d-m-sport/tky-auto-bmw-520-d-hatasiz-nbt-isitma-sunroof-takas/33473865
1.965.000 TL;BMW;5 Serisi;520i M Sport;2014.0;128.500 km;Otomatik;70 lt;Beyaz;1592 cc;170 hp;Sedan;24 Ekim 2025;1 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-bmw-5-serisi-520i-m-sport/orjinal-taba-m-sport-f1/31690657
2.895.000 TL;BMW;5 Serisi;520d xDrive Luxury Line;2018.0;145.000 km;Otomatik;66 lt;Beyaz;1995 cc;190 hp;Sedan;20 Ekim 2025;4 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-bmw-5-serisi-520d-xdrive-luxury-line/mega-otomotiv-den-servis-bakimli-degisensiz-bmw-520d-xdrive/33253709
820.000 TL;BMW;1 Serisi;116i Joy Edition;2011.0;124.000 km;Otomatik;Benzin;Siyah;1401 - 1600 cm3;126 - 150 HP;Hatchback/5;28 Kasım 2025;6 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-bmw-1-serisi-116i-joy-edition/bef-motors-2011-bmw-116i-joy-edition-degisensiz-dusuk-km-136-hp/35267260
1.370.000 TL;BMW;3 Serisi;316i M Sport;2014.0;183.000 km;Otomatik;60 lt;Beyaz;1598 cc;136 hp;Sedan;25 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-316i-m-sport/hatasiz-icdis-m-sport-nbt-f1-hiz-sabitleme-19-jant-navigasyon/32533935
735.000 TL;BMW;3 Serisi;316i Premium;2009.0;270.000 km;Düz;60 lt;Beyaz;1597 cc;122 hp;Sedan;29 Kasım 2025;1 değişen, 4 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-316i-premium/sahibinden-bmw-3-serisi-316i-premium-2009-model/35298734
528.000 TL;BMW;3 Serisi;328i Standart;1998.0;359.000 km;Otomatik;63 lt;Mavi (metalik);2793 cc;193 hp;Sedan;29 Kasım 2025;Tamamı boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-328i-standart/galeriden-bmw-3-serisi-328i-standart-1998-model-van/35297751
1.120.000 TL;BMW;1 Serisi;116i Sport Line;2012.0;125.000 km;Otomatik;52 lt;Beyaz;1598 cc;136 hp;Hatchback/5;29 Kasım 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-bmw-1-serisi-116i-sport-line/sahibinden-bmw-1-serisi-116i-sport-line-2012-model/32125515
1.195.000 TL;BMW;1 Serisi;116i Standart;2013.0;158.000 km;Otomatik;52 lt;Beyaz;1598 cc;136 hp;Hatchback/5;29 Kasım 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-bmw-1-serisi-116i-standart/sahibinden-bmw-1-serisi-116i-standart-2013-model/33405449
870.000 TL;BMW;1 Serisi;116i M Sport;2011.0;153.500 km;Otomatik;53 lt;Beyaz;1596 cc;116 hp;Hatchback/5;29 Kasım 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-bmw-1-serisi-116i-m-sport/hatasiz-boyasiz-tramer-kayitsiz-3-uncu-sahibinden-bmw-m-sport/35293842
1.364.000 TL;BMW;5 Serisi;520d Premium;2011.0;342.000 km;Otomatik;70 lt;Beyaz;1995 cc;184 hp;Sedan;29 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-bmw-5-serisi-520d-premium/sahibinden-bmw-5-serisi-520d-premium-2011-model-342-000-km-beyaz/35292843
560.000 TL;BMW;3 Serisi;316i Standart;2007.0;346.000 km;Düz;60 lt;Siyah;1597 cc;122 hp;Sedan;29 Kasım 2025;1 değişen, 8 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-316i-standart/sahibinden-bmw-3-serisi-316i-standart-2007-model/35293393
310.000 TL;BMW;3 Serisi;316i Standart;1996.0;488.000 km;Düz;63 lt;Gri;1596 cc;102 hp;Sedan;29 Kasım 2025;2 değişen;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-316i-standart/sahibinden-bmw-3-serisi-316i-standart-1996-model/35162821
1.699.750 TL;BMW;5 Serisi;520i Premium;2013.0;207.000 km;Otomatik;70 lt;Siyah;1592 cc;170 hp;Sedan;29 Kasım 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-bmw-5-serisi-520i-premium/2013-bmw-5-20i-senetle-taksitlendirme-secenegimiz-vardir/26756949
1.425.000 TL;BMW;4 Serisi;418i Gran Coupe M Sport;2016.0;230.000 km;Otomatik;60 lt;Mavi (metalik);1499 cc;136 hp;Coupe;29 Kasım 2025;2 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-bmw-4-serisi-418i-gran-coupe-m-sport/sahibinden-bmw-4-serisi-418i-gran-coupe-m-sport-2016-model/35291058
1.560.000 TL;BMW;3 Serisi;320i ED Techno Plus;2014.0;130.000 km;Otomatik;60 lt;Beyaz;1598 cc;170 hp;Sedan;29 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-320i-ed-techno-plus/sahibinden-bmw-3-serisi-320i-ed-techno-plus-2014-model-istanbul/35289849
1.185.000 TL;BMW;1 Serisi;116d One Edition;2016.0;183.000 km;Otomatik;52 lt;Füme;1496 cc;116 hp;Hatchback/5;29 Kasım 2025;4 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-bmw-1-serisi-116d-one-edition/sahibinden-bmw-1-serisi-116d-one-edition-2016-model-ankara/35289407
1.220.000 TL;BMW;1 Serisi;116d Joy;2015.0;119.500 km;Otomatik;52 lt;Kırmızı;1496 cc;116 hp;Hatchback/5;29 Kasım 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-bmw-1-serisi-116d-joy/sahibinden-bmw-1-serisi-116d-joy-2015-model/35287691
1.949.000 TL;BMW;5 Serisi;525d xDrive xDrive;2014.0;128.000 km;Otomatik;70 lt;Beyaz;1995 cc;218 hp;Sedan;29 Kasım 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-bmw-5-serisi-525d-xdrive/sahibinden-bmw-5-serisi-525d-xdrive-2014-model/35286889
1.620.000 TL;BMW;3 Serisi;320i ED Sport Line;2015.0;214.000 km;Otomatik;60 lt;Beyaz;1598 cc;170 hp;Sedan;29 Kasım 2025;1 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-320i-ed-sport-line/sahibinden-bmw-3-serisi-320i-ed-sport-line-2015-model-214-000-km-beyaz/35180033
1.990.000 TL;BMW;3 Serisi;318i M Plus;2017.0;45.500 km;Otomatik;60 lt;Gri (titanyum);1499 cc;136 hp;Sedan;29 Kasım 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-318i-m-plus/sahibinden-bmw-3-serisi-318i-m-plus-2017-model/29812252
470.000 TL;BMW;1 Serisi;116i Standart;2005.0;345.000 km;Düz;50 lt;Gri (Gümüş);1596 cc;115 hp;Hatchback/5;29 Kasım 2025;1 değişen, 9 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-bmw-1-serisi-116i-standart/sahibinden-bmw-1-serisi-116i-standart-2005-model/35267070
475.000 TL;BMW;1 Serisi;116i Standart;2006.0;200.000 km;Düz;50 lt;Gri;1596 cc;115 hp;Hatchback/5;29 Kasım 2025;11 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-bmw-1-serisi-116i-standart/sahibinden-bmw-1-serisi-116i-standart-2006-model/35283434
890.000 TL;BMW;3 Serisi;316i Sport;2011.0;175.000 km;Otomatik;Benzin;Beyaz;;;Sedan;29 Kasım 2025;5 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-316i-sport/sahibinden-bmw-3-serisi-316i-sport-2011-model/35298940
3.310.000 TL;BMW;4 Serisi;420i Gran Coupe Edition M Sport;2022.0;109.000 km;Otomatik;59 lt;Lacivert;1597 cc;170 hp;Coupe;29 Kasım 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-bmw-4-serisi-420i-gran-coupe-edition-m-sport/sahibinden-bmw-4-serisi-420i-gran-coupe-edition-m-sport-2022-model/33046392
1.650.000 TL;BMW;3 Serisi;318i Edition Sport Line;2018.0;98.100 km;Otomatik;60 lt;Beyaz;1499 cc;136 hp;Sedan;29 Kasım 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-318i-edition-sport-line/sahibinden-bmw-3-serisi-318i-edition-sport-line-2018-model/35298518
610.000 TL;BMW;3 Serisi;316ti Compact;2005.0;112.500 km;Düz;Benzin;Gri (metalik);1401 - 1600 cm3;;Hatchback/3;29 Kasım 2025;1 değişen;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-316ti-compact/sahibinden-bmw-3-serisi-316ti-compact-2005-model/32491851
1.225.000 TL;BMW;3 Serisi;320d Modern Line;2012.0;230.000 km;Otomatik;57 lt;Beyaz;1995 cc;184 hp;Sedan;29 Kasım 2025;1 değişen, 3 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-320d-modern-line/sahibinden-bmw-3-serisi-320d-modern-line-2012-model/35283564
375.000 TL;BMW;3 Serisi;316i Standart;2000.0;354.000 km;Düz;63 lt;Siyah;1595 cc;105 hp;Sedan;29 Kasım 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-316i-standart/sahibinden-bmw-3-serisi-316i-standart-2000-model/35283512
789.999 TL;BMW;1 Serisi;118i Comfort;2012.0;238.000 km;Otomatik;52 lt;Mavi (metalik);1598 cc;170 hp;Hatchback/5;29 Kasım 2025;4 değişen, 8 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-bmw-1-serisi-118i-comfort/sahibinden-bmw-1-serisi-118i-comfort-2012-model/35296627
330.000 TL;BMW;5 Serisi;520i Standart;1996.0;333.000 km;Otomatik;80 lt;Mavi (metalik);1991 cc;150 hp;Sedan;29 Kasım 2025;1 değişen, 9 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-bmw-5-serisi-520i-standart/sahibinden-bmw-5-serisi-520i-standart-1996-model/35297328
1.185.000 TL;BMW;3 Serisi;320d Edition Comfort;2012.0;176.000 km;Otomatik;60 lt;Beyaz;1995 cc;184 hp;Sedan;29 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-320d-edition-comfort/sahibinden-bmw-3-serisi-320d-edition-comfort-2012-model/25482780
1.439.950 TL;BMW;4 Serisi;420d xDrive Premium;2014.0;179.000 km;Otomatik;57 lt;Beyaz;1995 cc;184 hp;Coupe;29 Kasım 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-bmw-4-serisi-420d-xdrive-premium/acil1439950tl2014-bmw-4-20d-xdrive-multimediali-coupe-179000km/35291963
1.500.000 TL;BMW;3 Serisi;320i ED Luxury Line;2016.0;225.000 km;Otomatik;60 lt;Lacivert;1598 cc;170 hp;Sedan;29 Kasım 2025;2 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-320i-ed-luxury-line/sahibinden-bmw-3-serisi-320i-ed-luxury-line-2016-model/35296742
1.675.000 TL;BMW;4 Serisi;418i Gran Coupe M Sport;2016.0;135.000 km;Otomatik;60 lt;Beyaz;1499 cc;136 hp;Coupe;29 Kasım 2025;3 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-bmw-4-serisi-418i-gran-coupe-m-sport/bmw-4-serisi-418i-gran-coupe-m-sport-2016-model/35292255
710.000 TL;BMW;3 Serisi;316i Standart;2006.0;362.000 km;Düz;63 lt;Siyah;1796 cc;116 hp;Sedan;29 Kasım 2025;8 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-316i-standart/sahibinden-bmw-3-serisi-316i-standart-2006-model/35282969
710.000 TL;BMW;3 Serisi;320d Premium;2011.0;326.000 km;Otomatik;Dizel;Beyaz;1801 - 2000 cm3;-;Sedan;29 Kasım 2025;3 değişen, 5 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-320d-premium/sahibinden-bmw-3-serisi-320d-premium-2011-model-lci-sunroof-184-luk/35291477
1.075.000 TL;BMW;3 Serisi;320d Standart;2013.0;330.000 km;Otomatik;57 lt;Siyah;1995 cc;184 hp;Sedan;29 Kasım 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-320d-standart/sahibinden-bmw-3-serisi-320d-standart-2013-model-tekirdag/35273063
740.000 TL;BMW;1 Serisi;116i Joy Edition;2014.0;300.000 km;Otomatik;52 lt;Beyaz;1598 cc;136 hp;Hatchback/5;29 Kasım 2025;1 değişen, 3 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-bmw-1-serisi-116i-joy-edition/sahibinden-bmw-1-serisi-116i-joy-edition-2014-model-istanbul/35232588
1.075.000 TL;BMW;3 Serisi;320d Standart;2013.0;330.000 km;Otomatik;57 lt;Siyah;1995 cc;184 hp;Sedan;29 Kasım 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-320d-standart/sahibinden-bmw-3-serisi-320d-standart-2013-model-tekirdag/35272907
3.980.000 TL;BMW;5 Serisi;520i 50th Year M Edition;2023.0;75.000 km;Otomatik;Benzin;Siyah;1601 - 1800 cm3;176 - 200 HP;Sedan;29 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-bmw-5-serisi-520i-50th-year-m-edition/boyasizvakum-taba-4-bolge-360cmr-makam-p-carbon-schwarz/35290440
555.000 TL;BMW;3 Serisi;330i Standart;2006.0;199.000 km;Düz;60 lt;Gri (Gümüş);2996 cc;258 hp;Sedan;29 Kasım 2025;12 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-330i-standart/isik-auto-dan-3-30i-manuel-harici-beyin-dolu-dolu-maport/35289920
490.000 TL;BMW;3 Serisi;320d Standart;2005.0;421.000 km;Düz;63 lt;Gri (Gümüş);1995 cc;150 hp;Sedan;29 Kasım 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-320d-standart/otomatik-vites-sahibinden-bmw-3-serisi-320d-standart-2005-model/35295098
1.100.000 TL;BMW;1 Serisi;116i Sport Line;2012.0;165.000 km;Otomatik;52 lt;Beyaz;1598 cc;136 hp;Hatchback/5;29 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-bmw-1-serisi-116i-sport-line/sahibinden-bmw-1-serisi-116i-sport-line-2012-model/35293907
750.000 TL;BMW;1 Serisi;116i Premium;2009.0;205.000 km;Otomatik;53 lt;Beyaz;1596 cc;116 hp;Hatchback/5;29 Kasım 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-bmw-1-serisi-116i-premium/sahibinden-bmw-1-serisi-116i-premium-2009-model/35294537
685.000 TL;BMW;3 Serisi;320d Standart;2011.0;330.000 km;Otomatik;60 lt;Beyaz;1995 cc;184 hp;Sedan;29 Kasım 2025;4 değişen, 2 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-320d-standart/sahibinden-bmw-3-serisi-320d-standart-2011-model/35281901
3.870.000 TL;BMW;5 Serisi;520i M Sport;2022.0;65.000 km;Otomatik;68 lt;Siyah;1597 cc;170 hp;Sedan;29 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-bmw-5-serisi-520i-m-sport/hatasiz-boyasiz-tramersiz-50-yil-extrali-mkm-perde-lazer-far-hrm-ses-sistemi/35294616
1.520.000 TL;BMW;3 Serisi;320d Modern Line;2012.0;154.300 km;Otomatik;57 lt;Beyaz;1995 cc;184 hp;Sedan;29 Kasım 2025;5 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-320d-modern-line/sahibinden-bmw-3-serisi-320d-modern-line-2012-model/35281378
1.450.000 TL;BMW;3 Serisi;318i Edition Sport Line;2017.0;189.000 km;Otomatik;60 lt;Beyaz;1499 cc;136 hp;Sedan;29 Kasım 2025;2 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-318i-edition-sport-line/sahibinden-bmw-3-serisi-318i-edition-sport-line-2017-model/35280747
1.200.000 TL;BMW;5 Serisi;520d Premium;2011.0;370.000 km;Otomatik;70 lt;Beyaz;1995 cc;184 hp;Sedan;29 Kasım 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-bmw-5-serisi-520d-premium/sahibinden-bmw-5-serisi-520d-premium-2011-model-konya/35280741
1.620.000 TL;BMW;3 Serisi;320i ED Sport Plus;2016.0;158.925 km;Otomatik;60 lt;Beyaz;1598 cc;170 hp;Sedan;29 Kasım 2025;2 değişen, 1 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320i-ed-sport-plus/oztorun-oto-2016-bmw-320i-ed-sport-plus/35286792
1.340.000 TL;BMW;5 Serisi;520d Comfort;2011.0;332.000 km;Otomatik;70 lt;Beyaz;1995 cc;184 hp;Sedan;29 Kasım 2025;9 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-bmw-5-serisi-520d-comfort/sahibinden-emsalsiz-f10/35279420
865.000 TL;BMW;3 Serisi;320d Comfort;2010.0;268.000 km;Otomatik;60 lt;Siyah;1995 cc;177 hp;Sedan;29 Kasım 2025;9 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-320d-comfort/sahibinden-bmw-3-serisi-320d-comfort-2010-model-istanbul/35277195
795.000 TL;BMW;3 Serisi;320i Premium;2009.0;283.000 km;Otomatik;Benzin;Siyah;1801 - 2000 cm3;151 - 175 HP;Sedan;29 Kasım 2025;2 değişen, 4 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320i-premium/hisar1071-2009-lci-bmw-3-20i-style193-m-body-kit-170hp/35285956
2.625.000 TL;BMW;5 Serisi;520i Luxury Line;2018.0;218.000 km;Otomatik;Benzin;Siyah;1401 - 1600 cm3;151 - 175 HP;Sedan;29 Kasım 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-bmw-5-serisi-520i-luxury-line/hisar1071-2018-bmw-5-20i-luxury-line-2022-face-lift/35285954
1.890.000 TL;BMW;5 Serisi;520i Comfort;2013.0;127.000 km;Otomatik;70 lt;Beyaz;1592 cc;170 hp;Sedan;29 Kasım 2025;4 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-bmw-5-serisi-520i-comfort/degisensiz-dusuk-km-m-sport-donusum-bmw-f10/35278105
5.200.000 TL;BMW;M Serisi;M5 Competition;2017.0;65.000 km;Otomatik;Benzin;Gri;4001 - 4500 cm3;601 hp;Sedan;29 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-bmw-m-serisi-m5-competition/bmw-m5-competiton-trnin-en-iyisi-taba-b-w-masaj-carbon-hatasiz/35285142
