Seri;Yıl;Kilometre;Vites;Yakıt;Renk;Motor Hacmi;Motor Gücü;Kasa Tipi;Log_Fiyat;Boya;Değişen;Marka_Audi;Marka_BMW;Marka_Chevrolet;Marka_Citroen;Marka_Fiat;Marka_Ford;Marka_Honda;Marka_Hyundai;Marka_Mercedes - Benz;Marka_Opel;Marka_Peugeot;Marka_Renault;Marka_Skoda;Marka_Toyota;Marka_Volkswagen
14.08826236185833;2014.0;410000;1;1;2;1500.5;113.0;8;13.726680437153236;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.34550852871726;2003.0;250000;0;1;2;1500.5;113.0;3;13.34550852871726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.96014371961104;2017.0;139000;1;0;2;1300.5;113.0;4;14.104442598879876;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
14.08826236185833;2016.0;180000;1;1;2;1500.5;113.0;8;14.179459680796295;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.639097625958227;2007.0;336900;2;1;2;1595.0;102.0;8;13.190023895035274;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
14.08826236185833;2016.0;161000;1;0;2;1300.5;138.0;8;14.29484613383375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.492046667465324;2024.0;24000;1;1;2;1200.0;88.0;4;13.731042489476511;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
14.08826236185833;2011.0;205000;2;0;2;1300.5;113.0;8;13.85952840031839;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
14.08826236185833;2013.0;192000;1;0;2;1300.5;113.0;8;13.854636074278789;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
14.08826236185833;2012.0;335000;2;0;2;1390.0;122.0;8;13.451668563394817;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.96014371961104;2011.0;255000;2;0;2;1390.0;122.0;4;13.560619598657231;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
14.08826236185833;2011.0;290000;2;0;2;1300.5;113.0;8;13.52649559761195;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.96014371961104;2017.0;79000;1;0;2;1200.0;113.0;4;13.954403427152531;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.639097625958227;2017.0;140000;1;0;2;1300.5;113.0;8;13.976779556623864;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.492046667465324;2018.0;145000;1;0;2;1300.5;88.0;4;13.99365758016748;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.81451105863119;2016.0;136000;1;0;2;1300.5;138.0;2;13.81451105863119;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
14.08826236185833;2016.0;70000;1;1;2;1598.0;120.0;8;14.301018989130402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.919871474189012;2015.0;228500;1;0;2;1300.5;163.0;2;13.919871474189012;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.492046667465324;2017.0;169000;1;1;2;1422.0;75.0;4;13.510208833790402;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.492046667465324;2024.0;20000;1;1;2;1200.0;88.0;4;13.887832149776026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
14.08826236185833;2014.0;250000;1;1;2;1500.5;113.0;8;13.517105869857504;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.96014371961104;2017.0;128000;1;0;2;1300.5;113.0;4;14.214287349062356;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
14.08826236185833;2021.0;135000;1;0;2;1498.0;150.0;8;14.419827071265544;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.639097625958227;2009.0;270000;2;0;2;1390.0;122.0;8;13.353476685668044;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
14.08826236185833;2017.0;175000;1;1;2;1598.0;120.0;8;14.375126917328105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
14.08826236185833;2021.0;49000;1;0;2;1498.0;150.0;8;14.414347608503377;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.492046667465324;2005.0;217000;0;1;2;1390.0;75.0;4;13.049794835104816;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.96014371961104;2016.0;258000;1;1;2;1500.5;113.0;4;13.769467666582738;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.96014371961104;2017.0;208000;1;1;2;1500.5;113.0;4;13.933294482509153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.639097625958227;2012.0;235000;2;1;2;1598.0;105.0;8;13.676249640055394;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.492046667465324;2013.0;201000;1;1;2;1500.5;88.0;4;13.534474352733596;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
14.08826236185833;2018.0;100000;1;0;2;1300.5;113.0;8;14.354924221672386;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.639097625958227;2017.0;149000;1;0;2;1300.5;113.0;8;14.001990954782066;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
14.08826236185833;2016.0;72440;1;0;2;1300.5;113.0;8;14.33430494661736;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
14.08826236185833;2016.0;203000;1;1;2;1598.0;120.0;8;14.285514812209817;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.96014371961104;2004.0;262000;0;0;2;1598.0;115.0;4;13.178745601197818;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
14.08826236185833;1998.0;371000;0;1;2;1781.0;125.0;8;12.691583538230216;12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.639097625958227;2011.0;200550;2;1;2;1598.0;105.0;8;13.652992804936396;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.639097625958227;2016.0;177000;1;0;2;1395.0;125.0;8;13.849912950864717;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
14.08826236185833;2015.0;164000;1;1;2;1500.5;113.0;8;14.23750562376114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.96014371961104;2013.0;168000;1;0;2;1395.0;122.0;4;13.997832948091215;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.492046667465324;1997.0;94000;0;1;2;1595.0;100.0;8;12.204826869873813;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.492046667465324;2021.0;103000;1;0;2;999.0;95.0;4;14.038654909278163;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.639097625958227;2011.0;277000;2;1;2;1500.5;113.0;8;13.573440270649083;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.96014371961104;2021.0;156500;1;0;2;999.0;110.0;4;14.141211419624977;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
14.08826236185833;2017.0;180000;1;1;2;1598.0;120.0;8;14.214287349062356;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.639097625958227;2014.0;273000;1;1;2;1598.0;105.0;8;13.71015115341694;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
14.08826236185833;2016.0;250000;1;1;2;1500.5;113.0;8;13.98525417643287;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.639097625958227;2010.0;375000;2;1;2;1595.0;102.0;8;13.321215875492411;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.492046667465324;2024.0;6046;1;0;2;1200.0;88.0;4;14.202812374331163;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.639097625958227;2014.0;197000;1;1;2;1598.0;105.0;8;13.910821646859096;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.492046667465324;2013.0;280000;1;1;2;1598.0;90.0;4;13.47302165746721;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.492046667465324;2000.0;278000;0;1;2;1598.0;75.0;4;12.611541086966117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.639097625958227;2011.0;272000;2;1;2;1598.0;105.0;8;13.407543823396258;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.57357110099245;2020.0;56000;1;0;2;999.0;100.0;4;13.94214408995452;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
13.57357110099245;2018.0;178000;1;1;2;1461.0;75.0;9;13.493928313146206;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
13.57357110099245;2021.0;166000;1;0;2;999.0;90.0;4;13.790193775620484;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
13.57357110099245;2019.0;192000;1;1;2;1461.0;75.0;4;13.551220740809548;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
13.251860635331875;2011.0;211000;2;1;2;1995.0;175.0;8;13.486938433120798;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
13.260826441540503;2006.0;187500;2;1;2;1500.5;113.0;5;13.297158347037207;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
13.835743346896598;2020.0;118000;1;1;2;1461.0;115.0;8;14.054331376219787;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
13.57357110099245;2000.0;270000;0;1;2;1390.0;75.0;8;12.65953712902625;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
13.57357110099245;2022.0;80000;1;1;2;999.0;65.0;4;13.487007879880162;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
13.57357110099245;2011.0;110000;2;1;2;1149.0;75.0;4;13.2339065410444;6;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
13.57357110099245;2020.0;55000;1;0;2;1332.0;130.0;4;13.887832149776026;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
13.835743346896598;2025.0;6001;1;0;2;1332.0;140.0;8;14.316286451937186;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
13.57357110099245;2020.0;88000;1;0;2;898.0;90.0;9;13.599778225596069;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
13.57357110099245;2016.0;190000;1;1;2;1461.0;90.0;4;13.573440270649083;6;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
13.57357110099245;2024.0;42000;1;0;2;999.0;90.0;4;14.01432125196842;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
13.835743346896598;2020.0;182000;1;1;2;1500.5;113.0;8;13.959611767738522;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
13.159511689708692;2011.0;313000;2;1;2;1461.0;85.0;8;12.762830066509972;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
13.159511689708692;2016.0;210000;1;1;2;1461.0;90.0;8;13.26212705890841;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
